Name,Type,RA,Dec,Dist,AbsMagn,Radius,Quat.w,Quat.x,Quat.y,Quat.z
NGC 5640/ZWG 353.35/NPM1G +80.106,Sa,14.3443999,80.1236001,192236940,-20.82,25165.5625,-0.143729,0.508741,-0.799561,-0.285005
NGC 5779/MCG 9-24-48/ZWG 273.31/NPM1G +56.187,S0,14.8691999,55.8999997,154433404,-19.94,8983.32129,-0.319149,-0.152217,-0.816081,-0.457149
NGC 5805,E0,14.9531,49.6285989,168506254,-20.13,9801.9375,0.75141,-0.196283,-0.619328,-0.115278
NGC 5867,E0,15.1067,55.7316997,168935488,-19.64,4914.76563,-0.346439,-0.190899,-0.804411,-0.44324
NGC 5969/MCG 9-25-59/ZWG 297.18/NPM1G +56.204,S0,15.5806001,56.4513987,160473388,-20.43,11669.1191,-0.309727,0.240343,-0.705874,-0.589955
NGC 6019/ZWG 319.31,E0,15.8692,64.8407999,146768457,-20.13,8538.75391,-0.442121,-0.199642,-0.796998,-0.359814
NGC 6288/MCG 11-21-6/ZWG 320.55/ZWG 321.8,S0,16.9566999,68.4575008,139103508,-20.22,16185.3076,0.12456,0.389329,-0.910326,-0.0649218
NGC 6289/MCG 11-21-7/ZWG 320.56/ZWG 321.9,S0,16.9622,68.5142007,148792006,-20.36,17310.5215,-0.394518,0.134542,-0.786583,-0.455567
NGC 6290/UGC 10665/MCG 10-24-88/ZWG 299.43,SBa,17.0156,58.9708003,167801080,-21.72,26845.7207,-0.315309,-0.0549526,-0.845072,-0.428268
NGC 6303/UGC 10711/MCG 12-16-17/ZWG 321.13,E0,17.0839,68.8278005,164489826,-21.28,31089.0352,-0.101456,-0.195178,-0.938909,-0.264694
NGC 6331/MCG 13-12-15/ZWG 355.24/DRCG 35-49,E0,17.0594,78.6296999,237122884,-21.47,20692.2988,0.432369,-0.00964567,-0.886476,-0.164697
NGC 6399/UGC 10896/MCG 10-25-59/ZWG 300.47,Sa,17.5306,59.6156002,146553842,-21.13,23445.5488,-0.46174,0.138194,-0.625607,-0.613445
NGC 6414/UGC 10906/MCG 12-16-41/ZWG 340.5,S0,17.51,74.3767001,218727007,-20.6,31824.8711,0.322942,0.425846,-0.830526,0.156813
NGC 6456/ZWG 322.4/ZWG 321.34,E0,17.7086,67.5922,146768453,-20.13,17077.5078,-0.297596,-0.242007,-0.884273,-0.266328
NGC 6462/MCG 10-25-85/ZWG 300.63/ARAK 529,E0,17.7467,61.9105998,156579589,-20.97,9109.02637,-0.61534,-0.297034,-0.657565,-0.317389
NGC 6463/MCG 11-21-22/ZWG 321.37/ZWG 322.7,S0,17.7261,67.6042004,165716212,-20.8,14459.1611,-0.627497,-0.246054,-0.673836,-0.302736
NGC 6505/UGC 11026/MCG 11-22-7/ZWG 322.18,S0,17.8519,65.5314007,173749082,-20.6,27799.2402,0.283493,0.0873996,-0.953266,-0.0572439
NGC 6597/MCG 10-26-20/ZWG 301.18/NPM1G +61.212,E0,18.1869,61.1810995,153666910,-20.13,17880.7949,0.101528,-0.231751,-0.952162,-0.171382
NGC 6747/ZWG 341.12/NPM1G +72.185,E0,18.9225,72.7722003,157652692,-20.89,11463.6992,0.213678,-0.0944123,-0.962872,-0.135296
NGC 6787/UGC 11424/MCG 10-27-9/ZWG 302.9,SBb,19.2693999,60.4174997,159676236,-21.32,27866.6914,-0.0919209,0.0584628,-0.981572,-0.157
NGC 6817-2/NPM1G +62.258,E0,19.6225,62.3832997,193463326,-20.13,5629.13916,0.758243,0.362106,0.489228,0.233673
IC 646/MCG 9-18-39/ZWG 267.19/NPM1G +55.108,Sa,10.8597,55.4664003,189048316,-20.88,24745.5234,0.802016,0.208439,-0.509287,0.232272
IC 921,E0,13.7189001,55.6506013,267445430,-20.44,7778.39111,-0.195307,-0.107787,-0.853431,-0.471054
IC 922,E0,13.7206,55.6028002,269039734,-20.95,11739.6367,-0.195476,-0.108031,-0.853201,-0.471346
IC 923,S0,13.7211,55.6153019,273792007,-21.19,19910.4727,0.508294,0.32728,-0.790086,0.101441
IC 925,E0,13.7219,55.5978006,279372081,-19.73,4062.42334,-0.195629,-0.108105,-0.853162,-0.471335
IC 926,S0,13.7275,55.6310993,278176355,-20.22,8091.12109,0.507454,0.297858,-0.807885,0.0330723
IC 928,E0,13.7292,55.6336005,272626930,-21.18,11896.002,-0.196457,-0.108464,-0.853132,-0.470962
IC 929,E0,13.7291999,55.6461002,275386321,-20.7,8011.40527,-0.196497,-0.108422,-0.853168,-0.47089
IC 930,E0,13.7311,55.6560998,275386323,-20.5,8011.40527,-0.196676,-0.108563,-0.853141,-0.470832
IC 931,E0,13.7302999,55.6232985,271829776,-20.47,7907.16211,-0.196607,-0.108546,-0.853043,-0.471042
IC 932,E0,13.7308,55.6464,212135150,-20.13,6171.81738,-0.196666,-0.108498,-0.853124,-0.470883
IC 934/IC 936,S0,13.7341999,55.6497012,275784897,-20.7,8023.66943,0.454507,0.324044,-0.82922,-0.028513
IC 937,E0,13.7414001,55.6293996,280169236,-20.74,8149.37451,-0.197817,-0.109234,-0.852781,-0.470851
IC 938,S0,13.7418999,55.6268992,279770668,-21.23,16277.2871,0.726693,0.102481,-0.56313,0.379867
IC 954/UGC 8765/MCG 12-13-18/ZWG 336.24,Irr,13.8322,71.1646993,141157713,-21.25,22580.9414,0.415303,0.402936,-0.815027,0.0299504
IC 1027/UGC 9331/MCG 9-24-9/ZWG 273.8,S0,14.4967001,53.9656004,175374050,-20.52,22954.9922,0.840696,-0.0173727,-0.500895,0.205021
IC 1065/UGC 9553/MCG 11-18-8/ZWG 318.4,S0,14.8225,63.2708005,170591121,-21.66,24812.9746,0.674176,0.144175,-0.714227,0.120749
IC 1069/UGC 9563/MCG 9-24-44/ZWG 273.29,S0,14.8461,54.4117011,153728233,-20.83,29068.5547,0.0650531,0.283767,-0.881481,-0.371801
IC 1147/MCG 12-15-27/ZWG 338.27,S0,15.8364001,69.5600001,142322789,-20.17,12420.2842,-0.446912,-0.156825,-0.812437,-0.340031
IC 1154/UGC 10088/MCG 12-15-35/ZWG 338.29,E0,15.8744,70.3756,154831988,-21.35,22519.623,0.697349,-0.0258565,-0.707473,-0.111888
IC 1261-2/MCG 12-16-32B/NPM1G +71.161,E0,17.3906,71.2633008,168506260,-20.13,22056.6602,-0.410795,-0.219609,-0.841867,-0.272544
IC 2525/ZWG 182.52/NPM1G +37.242,E0,9.97330001,37.1024987,207106946,-20.98,9035.44238,0.206122,0.162053,-0.758689,-0.596358
IC 2543-1/ZWG 182.77,S0,10.1397,37.840801,210847437,-20.92,15332.9658,0.89207,0.00680226,-0.393856,0.221453
IC 2543-2,E0,10.1397,37.8442009,210847436,-20.12,6131.95996,0.190505,0.147744,-0.766872,-0.5948
IC 2564/NPM1G +36.208,E0,10.3574999,36.4524994,215109149,-20.46,12515.3301,0.166975,0.132776,-0.764679,-0.608076
IC 2600/MCG 12-10-75/ZWG 333.52,S0,10.7772,72.3205994,139502086,-19.82,12171.9404,0.85791,0.205503,-0.393848,0.258152
IC 2601/MCG 12-10-78/ZWG 333.53/NPM1G +72.79,E0,10.7869,72.3236004,136252147,-19.97,9909.24707,0.14806,0.0554999,-0.924539,-0.346736
IC 3697/MCG 7-26-41/NPM1G +40.293,S0,12.7161,39.8461015,223111351,-20.64,25959.6523,-0.00739043,0.218161,-0.771269,-0.597909
IC 3751/NPM1G +38.266,E0,12.7625,37.823601,212288443,-20.13,6174.8833,-0.0787567,-0.0610884,-0.78616,-0.609933
IC 3786/NPM1G +39.301,S0,12.7933,39.0463998,221915628,-20.13,12910.8408,0.864869,-0.158028,-0.388474,0.275893
IC 3800,E0,12.8075,36.5750006,212135142,-20.13,12340.5693,-0.0826541,-0.0655949,-0.77896,-0.618132
IC 3854-2/NPM1G +41.312,E0,12.8872,40.8485987,212135142,-20.13,9256.19336,-0.0933803,-0.0685665,-0.800541,-0.587974
IC 3893,S0,12.9186,38.6244008,210694140,-20.12,12257.7881,0.483134,0.287924,-0.799661,-0.210294
IC 3922/IRAS 12546+3844,S0,12.9492,38.4785994,209498406,-20.81,30469.709,0.530559,0.34962,-0.767998,0.080323
IC 3997,E0,12.9936,36.6949991,212135153,-20.13,9256.19336,-0.0177671,-0.102482,-0.785328,-0.61028
IC 4031,E0,13.0041999,39.144998,216304883,-20.18,6291.39063,-0.10448,-0.0791991,-0.790203,-0.598657
IC 4043/UGC 8123,Irr,13.0094,37.0707988,212135149,-20.13,27768.5801,0.701015,-0.0377415,-0.583973,0.40759
IC 4061-2,E0,13.0161,39.5836012,212135154,-20.13,6171.81738,-0.106026,-0.0796665,-0.792318,-0.59552
IC 4063,E0,13.0183,39.2450002,212135150,-20.13,6171.81738,-0.105988,-0.0801776,-0.790528,-0.597832
IC 4082,E0,13.0275,37.3407991,212135148,-20.13,9256.19336,0.666694,-0.244585,-0.60103,-0.366689
IC 4094-2,S0,13.0331,37.7889005,206064512,-19.07,5993.99072,0.765284,-0.110671,-0.494494,0.396949
IC 4102,E0,13.0383001,36.1519003,212135142,-20.13,6171.81738,0.533491,-0.231842,-0.676838,-0.45114
IC 4131,Irr,13.0569001,38.9511005,216304874,-20.38,18877.2383,0.814117,-0.0999582,-0.504814,0.269042
IC 4151,Irr,13.0664,36.8571996,212135144,-20.13,9256.19336,0.0857976,0.329272,-0.744273,-0.574696
IC 4184/NPM1G +39.310,S0,13.0975,38.837799,199472655,-21,11604.7344,0.690814,0.0239608,-0.718938,-0.073
IC 4207,E0,13.1575,37.822798,212135151,-20.13,9256.19336,-0.119244,-0.0925762,-0.781006,-0.606003
IC 4266,S0,13.4847,37.6117007,213913409,-20.15,9332.84277,0.0416744,0.299448,-0.750679,-0.587432
IC 4268/NPM1G +37.394,E0,13.4867,37.6610985,219922742,-20.11,6395.63428,-0.152627,-0.118722,-0.774305,-0.602546
IC 4269/MCG 6-30-14/NPM1G +37.395,S0,13.4889,37.6236009,227127798,-20.68,26425.6797,0.658013,0.00808071,-0.749449,-0.0726669
IC 4271-1/MCG 6-30-15/ZWG 190.12/VV 355,S0,13.4892,37.4135992,231358844,-21.02,20189.4785,0.0351242,0.30012,-0.746697,-0.592569
IC 4271-2,E0,13.4892,37.409699,231358839,-20.52,10096.2715,-0.152613,-0.119313,-0.772949,-0.604172
IC 4278,Irr,13.5075,47.2468996,168506252,-20.13,12254.7217,0.786246,-0.0319974,-0.490229,0.374792
IC 4282,E0,13.5219,47.1839,187024777,-18.36,8161.63867,-0.165734,-0.108178,-0.820896,-0.535687
IC 4284,E0,13.5253,46.7947019,247087321,-19.96,7186.65674,-0.165713,-0.108981,-0.818983,-0.538451
IC 4356/NPM1G +37.419,E0,13.9792001,37.4911,203489079,-20.54,8879.07813,-0.201954,-0.157636,-0.761996,-0.59475
NGC 5609,S0,14.3966999,34.8428,403482947,-21.53,23470.0762,0.506469,0.00040549,-0.847294,-0.159942
NGC 5699/NGC 5706/MCG 5-35-2/ZWG 164.4,E0,14.6449999,30.4657985,286423839,-21.48,16663.6016,0.342793,-0.355786,-0.755446,-0.430361
IC 4107,E0,13.0447,21.9978005,532867307,-20.13,54237.1836,-0.0952039,-0.097592,-0.691662,-0.709236
NGC 3950/MCG 8-22-30,E0,11.8947,47.8849986,300833944,-20.69,13125.46,0.0116045,0.00746961,-0.840689,-0.541342
NGC 5259-1/MCG 5-32-52/ZWG 161.105/NPM1G +31.291,E0,13.6567001,30.9911004,247485890,-21.77,39581.8008,0.657179,-0.324657,-0.597506,-0.325114
NGC 5259-2,S0,13.6564,30.9925006,247485888,-20.47,10798.3809,0.314051,0.174945,-0.821323,-0.442939
NGC 5287/MCG 5-32-79,S0,13.7477999,29.7708001,250306604,-20.69,25481.3594,0.537215,0.144114,-0.829121,-0.0564845
IC 822/MCG 5-30-85/NPM1G +30.275,S0,12.7958,30.0778004,251502322,-21,14630.8564,-0.0694729,-0.0444258,-0.74341,-0.663733
IC 838/NGC 4849A/MCG 5-31-43/DFOT 198,SBa,12.9703,26.4260993,279372085,-21.33,20318.248,-0.0829592,-0.0627742,-0.720354,-0.68576
IC 2993,E0,12.0939,32.8222001,228323522,-21.29,13281.8252,-0.00934453,-0.00791898,-0.762495,-0.646878
IC 3202/NPM1G +27.359,E0,12.3622,27.0575001,321008077,-20.13,14008.4619,-0.0345406,-0.0324433,-0.728264,-0.683657
IC 3222/UGC 7437/MCG 5-29-73/IRAS 12198+2906,SBc,12.3719,28.8314008,265053956,-21.62,34706.8906,0.232571,0.344173,-0.712134,-0.565969
IC 3242,E0,12.3861,26.249399,378648530,-21.69,22029.0664,0.930794,-0.345881,-0.110314,-0.0426516
IC 3317,E0,12.4272,25.3433007,336337992,-20.13,14670.7139,0.281905,-0.156748,-0.692236,-0.645577
IC 3332,E0,12.4347,25.2794002,336337977,-20.13,14670.7139,0.891878,-0.350192,-0.237038,-0.160415
IC 3335,E0,12.4386,26.1297001,423411838,-20.13,12312.9756,-0.0414995,-0.0396168,-0.722326,-0.689169
IC 3380/NPM1G +26.278,E0,12.4681,26.6733,292831731,-20.13,12775.9385,-0.044502,-0.0420316,-0.725418,-0.685581
IC 3385,Irr,12.4708,25.431901,423411823,-20.13,30782.4375,0.852616,-0.228695,-0.461586,0.087649
IC 3389,E0,12.4731,27.8449997,267046854,-20.13,7769.19287,-0.0454198,-0.0420612,-0.732379,-0.678077
IC 3401/NPM1G +26.280,E0,12.4828,26.4606011,423411814,-20.13,18469.4629,-0.0458188,-0.043457,-0.724028,-0.686873
IC 3441/MCG 5-30-10,S0,12.5178,28.8536001,265053964,-21.62,23129.752,0.811755,-0.125826,-0.558381,0.115897
IC 3451/MCG 5-30-11/NPM1G +29.244,S0,12.5233,28.8555995,251900904,-21.61,18319.2305,0.0648107,0.285652,-0.699486,-0.65186
IC 3458/Reiz 2469,E0,12.5289,28.1471989,256683842,-21.05,11200.0244,-0.050896,-0.0468762,-0.733788,-0.675845
IC 3469,E0,12.5364,25.8027998,336337995,-20.13,4890.23779,-0.0506082,-0.048535,-0.719757,-0.690676
IC 3472/Reiz 2482/KUG 1229+250,Irr,12.5383,24.7283013,336337987,-20.13,14670.7139,-0.0410217,-0.0248305,-0.713675,-0.698834
IC 3494/Reiz 2516/NPM1G +27.367,E0,12.5536,27.5847006,351974488,-20.13,10240.373,-0.0529937,-0.0493443,-0.73029,-0.679289
IC 3502/Reiz 2528,Irr,12.5617,26.6177984,336337995,-20.13,9780.47559,0.171484,0.450139,-0.642151,-0.596331
IC 3507/Reiz 2534/NPM1G +25.290,E0,12.5678,25.3633003,368530776,-20.13,10724.7979,-0.0533916,-0.0516125,-0.716923,-0.693186
IC 3610/Reiz 2644,E0,12.6464,26.8728,267046848,-20.13,7769.19287,-0.0615172,-0.0578961,-0.72538,-0.683146
IC 3761/NPM1G +20.333,E0,12.7742,20.2897004,368530771,-20.13,16084.1309,0.467797,-0.284409,-0.61356,-0.569053
IC 3762,E0,12.7769,22.2469006,336337982,-20.13,9780.47559,0.248374,-0.196506,-0.68626,-0.654785
IC 3771/NPM1G +39.300,E0,12.7811,39.1735997,232585231,-20.13,10148.3936,0.487708,-0.185551,-0.706543,-0.478026
IC 3809/NPM1G +36.289,E0,12.8178,36.4894006,222130245,-20.13,16154.6484,0.949286,-0.262769,-0.170634,-0.0263227
IC 3842/NPM1G +40.299,E0,12.8597,40.3719003,267445432,-20.94,11669.1191,-0.090235,-0.066869,-0.798425,-0.591526
IC 3844/MCG 7-26-59/NPM1G +40.300,Sc,12.8683,39.8186002,265452541,-20.92,11583.2725,0.236132,0.311378,-0.794038,-0.465606
IC 3853,E0,12.8861,38.8294007,267046846,-20.13,15538.3857,-0.0920509,-0.0701575,-0.790073,-0.601987
IC 3880/NPM1G +22.393,E0,12.9131,22.5028002,386006852,-20.13,16844.4941,0.901603,-0.38029,-0.20046,-0.0480307
IC 3898/NPM1G +37.376,E0,12.9231,37.583301,292831735,-20.13,8517.29199,0.949193,-0.253867,-0.184524,-0.023148
IC 3909,E0,12.9339001,40.3853012,238717191,-20.69,10415.1338,0.474255,-0.188358,-0.721462,-0.468077
IC 3911-2,E0,12.9358,35.6388991,267046852,-20.13,7769.19287,-0.0950889,-0.0767733,-0.7724,-0.623267
IC 3914,E0,12.9394,36.3605977,232585234,-20.13,6766.61768,-0.0959655,-0.0764301,-0.776276,-0.61834
IC 3928,E0,12.955,40.4416985,352281088,-21.23,15369.7568,0.934436,-0.233692,-0.258127,-0.0747481
IC 3941/NPM1G +40.304,E0,12.9703,39.7733008,232585240,-20.13,10148.3936,-0.101379,-0.0758957,-0.793952,-0.594644
IC 3944,S0,12.9789,23.7811,298779740,-21.18,17384.1055,0.467367,0.236583,-0.773433,-0.356928
IC 3958,E0,12.9864,24.0222005,296081679,-20.86,8612.33789,-0.0915462,-0.0905531,-0.704799,-0.697623
IC 3993/NPM1G +40.305,E0,12.9917,40.6021999,265452541,-21.32,11583.2725,-0.104154,-0.0768587,-0.797943,-0.58867
IC 4000,E0,12.9933,39.5878001,444873677,-21.94,12941.501,-0.103647,-0.0778617,-0.792669,-0.59571
IC 4018,E0,12.9992,40.4888986,288110133,-20.8,12570.5176,-0.104858,-0.0775147,-0.797248,-0.589399
IC 4037,E0,13.0053,39.0022014,265452542,-20.62,11583.2725,0.67039,-0.231894,-0.605067,-0.36152
IC 4096/NPM1G +24.304,E0,13.0377999,24.0114,299638216,-19.98,8716.58105,-0.0962573,-0.095274,-0.70409,-0.697076
IC 4099/NPM1G +24.305,E0,13.0397,24.0296998,299239646,-20.28,8704.31738,-0.0964186,-0.0954433,-0.704188,-0.696931
IC 4147,Irr,13.0692,20.2503,423411806,-20.13,36945.0586,0.721353,-0.240274,-0.54592,0.351979
IC 4167/NPM1G +22.396,E0,13.0917,21.9106,336337998,-20.13,14670.7139,0.90347,-0.38345,-0.19143,-0.00794899
IC 4285,S0,13.5292,46.8219014,299239635,-19.88,8704.31738,0.523122,0.250394,-0.814034,-0.0315396
IC 4369/MCG 6-31-58/HCG 70E/KUG 1401+335,Sc,14.0681,33.3213998,263950203,-20.91,15354.4277,0.0552885,0.164607,-0.781654,-0.599053
IC 4370/MCG 6-31-60/ZWG 191.46/HCG 70D,S0,14.0692001,33.3467006,254139067,-21.23,11089.6494,0.580424,0.0177631,-0.811877,-0.0604026
IC 1362/ZWG 375.7/KARA 898/NPM1G +2.485,E0,21.1977999,2.32939999,204684813,-20.96,8931.19922,0.528005,0.769781,0.202877,0.295785
IC 1365/MCG0-54-7/ZWG 375.15/2ZW108,E0,21.2321999,2.56530008,195854792,-21.76,31334.3145,-0.322762,-0.766358,-0.555084,-0.0200418
IC 1370/ZWG 375.21/2ZW111,Irr,21.2538999,2.19219999,203887659,-21.75,47430.707,-0.357004,0.00441343,-0.919629,0.163742
IC 1385/MCG0-54-22/ZWG 375.42,SBa,21.4808,-1.06969999,211092712,-20.82,12282.3154,0.506871,0.788456,0.18889,0.292812
NGC 4,S0,0.123299999,8.37390038,156303651,-19.07,13640.5449,0.624954,0.544742,0.461006,0.316484
NGC 60/UGC 150/MCG0-1-48/ZWG 382.37,Sc,0.266099989,-0.303599992,158695123,-21.1,30003.6797,-0.32834,-0.0392101,-0.809683,0.484839
NGC 77/ESO 473-15/NPM1G -22.6,S0,0.333600001,-22.5321997,255089533,-21.33,14839.3428,0.375147,0.926705,0.00197921,-0.0218895
NGC 118/UGC 264/MCG0-2-32/MK 947,E0,0.454400035,-1.77969995,149037279,-21.27,15173.5342,0.519344,0.78065,0.252577,-0.2389
NGC 138/UGC 308/MCG 1-2-16/ZWG 409.23,Sa,0.516399986,5.15969978,159461616,-21.41,30150.8457,-0.521155,0.323923,-0.691488,0.381203
NGC 139/ZWG 409.22,SBb,0.518299991,5.07830023,182824378,-20.91,21274.834,-0.470583,0.244806,-0.745752,0.403083
NGC 141/ZWG 409.27,S0,0.521399986,5.17939967,159247000,-20.71,18530.7832,-0.649913,-0.360855,-0.65751,0.122786
NGC 164/MCG0-2-89,S0,0.60890004,2.75000014,136160160,-19.07,7919.42627,0.567731,0.82147,-0.0314813,-0.0433356
NGC 190/UGC 397/MCG 1-2-41/ZWG 409.51,Sb,0.648299987,7.06220049,151612702,-21.1,19846.0879,-0.486241,-0.117472,-0.785315,0.36476
NGC 190A/MCG 1-2-42/3ZW10,E0,0.648300021,7.05640022,153666911,-20.13,13410.5957,0.596969,0.797775,-0.0507802,-0.0678562
NGC 230/ESO 474-14/MCG -4-2-37/AM 40-234,Sa,0.707500001,-23.6289008,185737062,-20.74,29718.543,-0.544595,-0.536443,-0.603585,-0.226564
NGC 240/UGC 473/MCG 1-3-1/ZWG 410.3,Sa,0.75029996,6.11280006,165808197,-21.5,28939.7852,0.590774,0.803606,-0.0449499,-0.0564181
NGC 276/IC 1591/ESO 474-34/MCG -4-3-21,SBb,0.868299997,-22.6803002,185215844,-20.54,26940.7656,0.675696,0.359526,0.626806,-0.145912
NGC 283/MCG -2-3-31/NPM1G -13.34/IRAS 507-1326,Sc,0.886899968,-13.1633001,152195250,-21.11,35412.0664,-0.577797,0.0816669,-0.665963,0.46473
NGC 284/MCG -2-3-33/NPM1G -13.35,E0,0.890000051,-13.1583007,156426289,-20.57,13652.8086,0.449134,0.884166,-0.025584,-0.125997
NGC 286/MCG -2-3-34/NPM1G -13.38/AM 51-132,S0,0.89170004,-13.1122008,147473627,-20.74,27885.0879,0.474222,0.814971,0.279135,0.181712
NGC 297,E0,0.916099988,-7.35029958,205880554,-20.07,8983.32129,-0.401837,-0.53012,-0.545004,0.510364
NGC 326/UGC 601/MCG 4-3-25/ZWG 480.26,E0,0.972800047,26.8658012,188956334,-22.08,38478.0469,0.722033,0.680105,-0.0924272,-0.0870792
NGC 333B,S0,0.980600033,-16.471901,219033597,-21.1,9556.65918,0.613657,0.556736,0.544578,-0.130017
NGC 341B/MCG -2-3-64/Arp 59,E0,1.01309996,-9.1871997,222130249,-20.13,9691.5625,0.475831,0.869551,-0.0634444,-0.115937
NGC 343/AM 55-232,S0,0.973099948,-23.2244002,223908515,-20.45,22795.5605,-0.40243,-0.777956,-0.407158,-0.258953
NGC 344,S0,0.973599992,-23.2288997,156303655,-19.07,9093.69629,0.548636,0.658231,0.513838,0.041254
NGC 363/MCG -3-3-23/NPM1G -16.38,S0,1.10420003,-16.5422008,152409857,-20.21,13300.2207,0.549879,0.711436,0.412332,-0.14654
NGC 396,S0,1.13560001,4.53080015,171664213,-19.67,9988.96289,0.704022,0.48035,0.517927,-0.0732704
NGC 417/ESO 541-24/MCG -3-4-19/NPM1G -18.52,S0,1.18470003,-18.1486007,172154767,-20.88,15023.3018,0.553109,0.684256,0.434364,-0.192852
NGC 435/UGC 779/MCG0-4-46/ZWG 385.35,Sc,1.23309998,2.07110001,139410108,-20.82,22305.0039,0.554177,0.683215,0.307903,0.362354
NGC 445/ZWG 385.47,S0,1.24779998,1.91749991,155383866,-20.66,11298.1357,-0.53002,0.0775723,-0.737371,0.411517
NGC 459/UGC 832/MCG 3-4-17/ZWG 459.24,Sc,1.30220003,17.5625009,169395384,-20.64,17246.1367,0.728197,0.638688,0.245351,0.0401252
NGC 462/NPM1G +3.47,E0,1.30280006,4.2264,146768450,-20.13,8538.75391,0.570799,0.803372,-0.0982753,-0.138291
NGC 475/IC 97/NPM1G +14.45,E0,1.33359999,14.8617,217500607,-20.69,12653.2988,0.642336,0.746476,-0.113292,-0.131693
NGC 480,Sa,1.34279994,-9.88029943,174546240,-20.11,12693.1563,0.706372,0.463503,0.533328,0.0419994
NGC 492/MCG 1-4-38/ZWG 411.36,SBa,1.37030004,5.41690015,192236934,-20.02,19573.2148,-0.622139,-0.178485,-0.68759,0.329098
NGC 500/MCG 1-4-40/ZWG 411.39/NPM1G +5.56,S0,1.37749998,5.38779995,166911942,-20.91,19419.916,0.707368,0.260731,0.624049,-0.205455
NGC 511/UGC 936/MCG 2-4-33/ZWG 436.37,E0,1.39169997,11.2907999,151612706,-21,24254.9668,0.617899,0.765096,-0.113837,-0.140961
NGC 617/MCG -2-5-7/NPM1G -10.60,Sb,1.56719997,-9.77359998,165716212,-20.8,12049.3008,0.468692,0.865159,-0.0809773,-0.158969
NGC 635/MCG -4-5-2/IRAS 1359-2310,Sb,1.6380999,-22.9288991,190642634,-21.1,13864.3613,0.366946,0.910759,-0.0610099,-0.179297
NGC 647/MCG -2-5-33/NPM1G -9.72,S0,1.66559998,-9.24189988,172553346,-21.68,37650.2344,0.49528,0.845463,0.160158,0.119329
NGC 667/ESO 477-2,S0,1.74890002,-22.9192005,163294083,-20.86,14250.6748,0.589783,0.481942,0.503027,-0.408475
NGC 734,SBa,1.91579995,-17.0796997,201465540,-19.72,20511.4063,0.549057,0.764095,0.33403,0.0558531
NGC 756/MCG -3-5-29,S0,1.90809998,-16.7074992,162496940,-20.55,18904.832,0.579159,0.736855,0.34865,-0.00794113
NGC 815,E0,2.17749989,-15.8127993,212135150,-20.13,12340.5693,-0.352863,-0.160788,-0.621098,0.681082
NGC 880,S0,2.30750005,-4.20530001,170131219,-20.65,9896.9834,0.584275,0.798146,0.146537,0.0106154
NGC 905/NPM1G -8.91,Sa,2.37860007,-8.71859963,184602651,-20.33,13425.9258,0.783583,0.129324,0.528651,-0.299669
NGC 985/MCG -2-7-35/MK 1048/VV 285,S0,2.57690008,-8.78500014,173534463,-21.7,25239.1465,0.668039,0.537026,0.360754,-0.367673
NGC 1018/MCG -2-7-48,SBa,2.63609992,-9.54419983,176968358,-20.54,25738.9004,0.673155,-0.323606,0.5156,-0.419879
NGC 7222/UGC 11934/MCG0-56-12/ZWG 377.35,SBb,22.1808001,2.10640003,168322299,-21.33,29378.2188,0.544635,0.796944,0.146576,0.216258
NGC 7224/UGC 11940/MCG 4-52-4/ZWG 473.6,E0,22.1931,25.8650005,165256315,-21.49,38447.3867,-0.222573,-0.452603,-0.843674,0.18392
NGC 7287A/ESO 602-20A,S0,22.4799999,-22.2022011,161669115,-20.04,7054.81982,-0.313977,-0.078268,-0.758458,0.565716
NGC 7346/ZWG 429.17/NPM1G +10.556,E0,22.6597001,11.0838995,146768460,-20.13,8538.75391,0.501084,0.733853,0.454435,-0.0621661
NGC 7372/MCG 2-58-5/ZWG 430.4/KUG 2243+108,Sc,22.7628,11.1314001,153820206,-21.43,22372.4551,-0.486435,-0.496362,-0.718457,0.0287141
NGC 7398/UGC 12225/MCG0-58-9/ZWG 379.12,Sa,22.8803,1.20170003,137263919,-21.09,23957.5664,-0.518807,-0.435645,-0.732682,-0.0650391
NGC 7415-1/UGC 12244/MCG 3-58-11/ZWG 453.23,Sb,22.9142,20.2621993,158572483,-20.5,25370.9844,-0.567855,0.214443,-0.79469,-0.00486254
NGC 7415-2/MCG 3-58-12,S0,22.9147,20.2618999,158572475,-20.5,11531.1504,-0.544314,-0.15014,-0.824202,-0.0432662
NGC 7427/MCG 1-58-16/MK 521/ZWG 405.18,S0,22.9525,8.5061003,361785624,-21.69,36822.418,0.601585,0.782142,0.0958327,0.131017
NGC 7431/NPM1G +25.524,E0,22.9606,26.1644008,168506257,-20.13,9801.9375,-0.390568,-0.496464,-0.751855,0.188928
NGC 7459-2,Irr,23.0167,6.75080008,184755954,-20.13,21498.6504,-0.572354,-0.348426,-0.718265,-0.187362
NGC 7467/MCG 2-58-57/ZWG 430.53/NPM1G +15.597,E0,23.0408,15.554701,154831981,-20.45,9007.84863,0.592711,0.732623,0.333187,-0.0307287
NGC 7475-2/MCG 3-58-28,E0,23.0697,20.0844006,153666910,-20.13,11175.4971,0.681034,0.722111,0.0833606,0.0883145
NGC 7488/MCG0-59-1/ZWG 380.1/ARAK 576,S0,23.13,0.941099966,170223202,-21.36,14854.6729,0.528388,0.710974,0.39785,0.238825
